edge_id,user_id,item_id,original_edge_weight,cosine_similarity
31228,1551,6673,0.989932179,0.999784648
31229,1551,3201,0.993898749,0.999917626
31230,1551,3565,0.990630686,0.999937475
31231,1551,4398,0.990909636,0.999889016
31232,1551,3222,0.991675973,0.999811292
31233,1551,2691,0.965654731,0.9998101
31234,1551,5384,0.99295336,0.999863207
31235,1551,7616,0.989858806,0.999783993
31236,1551,2915,0.991665661,0.999830306
31237,1551,3585,0.947479904,0.999761581
31238,1552,1153,0.939151704,0.999882817
31239,1552,5622,0.985103667,0.999878228
31240,1552,1156,0.992795646,0.999859869
31241,1552,5589,0.984628797,0.999879718
31242,1552,3553,0.98163259,0.999910951
31243,1552,3350,0.760144591,0.99987489
31244,1552,2774,0.936496019,0.999765873
31245,1552,4742,0.983675539,0.999910951
31246,1552,3619,0.970620811,0.999832988
31247,1552,1722,0.985371649,0.999787331
31248,1552,5485,0.965537131,0.999754906
31249,1552,2662,0.98837322,0.999902308
31250,1552,5804,0.987999618,0.999800444
31251,1552,115,0.991148114,0.99993664
31252,1552,2599,0.99106288,0.999865294
31253,1552,5755,0.980175197,0.99987042
31254,1552,7990,0.985153794,0.999767244
31255,1552,1188,0.986999214,0.999791026
31256,1552,7991,0.99062258,0.999728203
31257,1552,2788,0.986243069,0.999769628
31258,1552,7992,0.978034735,0.999756753
31259,1552,2789,0.959268332,0.999881506
31260,1552,1772,0.909237504,0.999829888
31261,1552,3177,0.981483042,0.999864876
31262,1552,4713,0.665798247,0.999907851
31263,1552,1442,0.981713712,0.999845982
31264,1552,1212,0.897116184,0.999860108
31265,1552,1790,0.9686566,0.99980396
31266,1552,5814,0.965003133,0.999827981
31267,1552,5579,0.983478665,0.999797702
31268,1552,921,0.943470776,0.99989444
31269,1552,2502,0.958893895,0.999760628
31270,1552,5645,0.96157223,0.999871969
31271,1552,3578,0.968195558,0.999890208
31272,1552,7544,0.964395583,0.999818683
31273,1552,7869,0.905077457,0.999863207
31274,1552,7993,0.989297509,0.999799728
31275,1552,3186,0.984031439,0.999856591
31276,1552,3999,0.973126352,0.999792397
31277,1552,3353,0.979859114,0.999869347
31278,1552,1283,0.982413173,0.999814153
31279,1552,926,0.914247334,0.999885619
31280,1552,4318,0.981786668,0.999847591
31281,1552,3013,0.982098937,0.999826133
31282,1552,2798,0.978720427,0.999832332
31283,1552,6498,0.981803656,0.999800086
31284,1552,7994,0.650732756,0.99990952
31285,1553,5056,0.961051285,0.999534845
31286,1553,1855,0.945881188,0.999649286
31287,1553,4741,0.991089821,0.999761105
31288,1553,1165,0.988809288,0.999449372
31289,1553,222,0.983222425,0.999904156
31290,1553,331,0.975594819,0.999893367
31291,1553,4771,0.988151848,0.999537349
31292,1553,3122,0.959135115,0.999501526
31293,1553,6673,0.972503841,0.999518156
31294,1553,1193,0.980909348,0.999699891
31295,1553,20,0.988213539,0.99973321
31296,1553,5760,0.968961835,0.999488592
31297,1553,4108,0.985907853,0.999607682
31298,1553,3029,0.981623828,0.999607265
31299,1553,2467,0.899451733,0.999839902
31300,1553,5171,0.924070537,0.999798656
31301,1553,6566,0.982421815,0.999355078
31302,1553,426,0.985236824,0.999812126
31303,1553,1096,0.983197868,0.999334097
31304,1553,4512,0.979349315,0.999352455
31305,1553,1305,0.984899998,0.999499202
31306,1553,3970,0.985799909,0.999410212
31307,1553,521,0.974049747,0.99966979
31308,1553,2591,0.980712295,0.999563456
31309,1553,3973,0.981639028,0.999075294
31310,1554,5056,0.987694263,0.998281837
31311,1554,6626,0.986026287,0.998788774
31312,1554,7995,0.975171208,0.998503923
31313,1554,915,0.869834661,0.998767674
31314,1554,2604,0.975675821,0.99887228
31315,1554,364,0.972198963,0.999243379
31316,1554,3570,0.932101607,0.998976707
31317,1554,6480,0.95672828,0.999092698
31318,1554,1228,0.980747402,0.998221576
31319,1554,5647,0.990983486,0.999016166
31320,1555,31,0.635679007,0.999906182
31321,1555,5609,0.976574302,0.999745429
31322,1555,3168,0.963605821,0.999420643
31323,1555,840,0.93278259,0.999797225
31324,1555,3232,0.958725572,0.999791205
31325,1555,841,0.951032221,0.999780059
31326,1555,5801,0.978459239,0.99956578
31327,1555,2287,0.976409793,0.999514937
31328,1555,3562,0.986421704,0.999734402
31329,1555,1180,0.949818492,0.999718785
31330,1555,6673,0.98958379,0.999150515
31331,1555,1200,0.988530695,0.999663115
31332,1555,3566,0.986328423,0.9993788
31333,1555,2256,0.926442623,0.999578357
31334,1555,1784,0.967582583,0.999411345
31335,1555,376,0.985332787,0.999626696
31336,1555,1250,0.981569886,0.9995538
31337,1555,3226,0.977107882,0.999470353
31338,1555,7613,0.979948163,0.999428988
31339,1555,5460,0.989383996,0.999163866
31340,1555,7650,0.980202496,0.999262273
31341,1556,2931,0.982297897,0.998143494
31342,1556,6706,0.986454189,0.994851351
31343,1556,6702,0.99049753,0.990770102
31344,1556,3380,0.991107821,0.9956249
31345,1557,2771,0.986786842,0.999847829
31346,1557,2592,0.587187707,0.999911249
31347,1557,1801,0.182233721,0.999993145
31348,1557,437,0.88967514,0.999953389
31349,1557,438,0.12264324,0.999998331
31350,1557,1161,0.987979412,0.999870062
31351,1557,7996,0.975468397,0.999175012
31352,1557,5057,0.98051846,0.999661982
31353,1557,3394,0.961676836,0.999599814
31354,1557,2085,0.972983897,0.999631882
31355,1557,5802,0.987166345,0.999581933
31356,1557,1644,0.958507657,0.999825537
31357,1557,6151,0.961150885,0.99976635
31358,1557,7989,0.976097941,0.999570429
31359,1557,2754,0.981371224,0.999783874
31360,1557,208,0.981687963,0.999904811
31361,1557,343,0.964397728,0.999891102
31362,1557,529,0.985029399,0.999917626
31363,1557,3565,0.978442132,0.999888599
31364,1557,6765,0.944390595,0.999484658
31365,1557,367,0.972951412,0.99976331
31366,1557,6687,0.95806849,0.999788165
31367,1557,70,0.98405081,0.999536932
31368,1557,3222,0.953912675,0.999670982
31369,1557,6156,0.975883186,0.999760568
31370,1557,5784,0.937114835,0.9997105
31371,1557,301,0.971141219,0.999823213
31372,1557,1044,0.984217048,0.999364614
31373,1557,6836,0.979660988,0.999657929
31374,1557,989,0.991132557,0.999789476
31375,1557,554,0.983444333,0.999695897
31376,1557,1293,0.852730036,0.999859869
31377,1558,5609,0.856827617,0.999614835
31378,1558,2656,0.959522605,0.999122202
31379,1558,5057,0.975949943,0.998800337
31380,1558,7997,0.987399101,0.997882724
31381,1558,3209,0.980623543,0.999189317
31382,1558,916,0.985070705,0.999279499
31383,1558,2256,0.980684459,0.999083996
31384,1558,6830,0.897837818,0.998993456
31385,1558,983,0.976113379,0.999251604
31386,1558,3165,0.988942623,0.998827457
31387,1558,5647,0.990275145,0.999179125
31388,1558,7998,0.829309225,0.997998357
31389,1559,2521,0.956375897,0.998903155
31390,1559,782,0.969958305,0.999694467
31391,1559,3085,0.986791372,0.999095678
31392,1559,5565,0.985800147,0.999142349
31393,1559,3197,0.97542274,0.99918586
31394,1559,5057,0.986117542,0.998669863
31395,1559,5866,0.9904598,0.998607337
31396,1559,5833,0.982752681,0.99764955
31397,1559,4713,0.987262547,0.998397648
31398,1559,2256,0.978172839,0.999034345
31399,1559,3591,0.979710877,0.998431683
31400,1560,3078,0.980768919,0.997920394
31401,1560,5057,0.942281485,0.99302125
31402,1560,7829,0.514510393,0.996569157
31403,1561,771,0.918369234,0.999813557
31404,1561,5470,0.955522537,0.999119103
31405,1561,489,0.973873436,0.99977088
31406,1561,1710,0.985002697,0.99930954
31407,1561,5057,0.929054916,0.998899639
31408,1561,3231,0.982157707,0.997974873
31409,1561,1439,0.950947344,0.999323189
31410,1561,2608,0.988453209,0.998789549
31411,1561,2915,0.982581437,0.998873889
31412,1561,2724,0.985614777,0.99917078
31413,1561,7999,0.940849006,0.99763298
31414,1561,7708,0.896991014,0.998325825
31415,1562,164,0.962244511,0.999767005
31416,1562,771,0.976743937,0.999891281
31417,1562,4373,0.957285225,0.999241233
31418,1562,3282,0.986062586,0.999654293
31419,1562,782,0.981476724,0.999846578
31420,1562,7630,0.986483991,0.999189079
31421,1562,801,0.958022177,0.999699235
31422,1562,5572,0.984803081,0.999328792
31423,1562,5315,0.984437585,0.999251127
31424,1562,3394,0.987885714,0.999097586
31425,1562,4804,0.986459136,0.999302924
31426,1562,6662,0.962681592,0.999236047
31427,1562,7338,0.966337204,0.999124646
31428,1562,1188,0.948720992,0.999175429
31429,1562,5643,0.988353729,0.999467731
31430,1562,7257,0.97493571,0.998815179
31431,1562,5645,0.982925534,0.999466538
31432,1562,980,0.977892339,0.999005556
31433,1563,576,0.929258525,0.999959052
31434,1563,52,0.979258597,0.999939144
31435,1563,907,0.976374209,0.99981612
31436,1563,3869,0.973479688,0.999938011
31437,1563,6619,0.975187957,0.999904156
31438,1563,106,0.979768693,0.999907732
31439,1563,3080,0.972074151,0.999846339
31440,1563,1161,0.979391217,0.999903679
31441,1563,2652,0.971338689,0.999669671
31442,1563,2656,0.973046899,0.999795496
31443,1563,751,0.987458348,0.999919891
31444,1563,3088,0.987178683,0.999871731
31445,1563,940,0.968478024,0.999923944
31446,1563,3558,0.983845472,0.999762535
31447,1563,2662,0.990761817,0.999841094
31448,1563,3562,0.98450315,0.999888062
31449,1563,2663,0.984532297,0.999748468
31450,1563,3094,0.978334963,0.999861777
31451,1563,7005,0.98173666,0.9997679
31452,1563,6822,0.97256887,0.999833465
31453,1563,3769,0.870821357,0.99986732
31454,1563,115,0.955939293,0.999899507
31455,1563,62,0.9603616,0.999887049
31456,1563,117,0.963776469,0.999952078
31457,1563,1200,0.978304148,0.999860704
31458,1563,3565,0.972394168,0.999915361
31459,1563,5779,0.990468442,0.999782383
31460,1563,952,0.952049911,0.999843955
31461,1563,2687,0.963010132,0.999896169
31462,1563,3222,0.969707191,0.99974966
31463,1563,3104,0.974836886,0.999860644
31464,1563,6831,0.965524673,0.999772668
31465,1563,1222,0.98216176,0.999741554
31466,1563,1145,0.947975636,0.999837518
31467,1563,125,0.982725859,0.999700665
31468,1563,989,0.958135664,0.999853849
31469,1563,8000,0.946338654,0.999714494
31470,1564,2026,0.984719515,0.997872651
31471,1564,6205,0.950686991,0.998767853
31472,1564,1678,0.990613937,0.998709083
31473,1564,4483,0.993087947,0.997452259
31474,1564,5791,0.984518111,0.998075724
31475,1564,1629,0.966365159,0.998900294
31476,1564,3394,0.949761629,0.996722817
31477,1565,3394,0.981791258,0.997190416
31478,1565,883,0.970805526,0.99863714
31479,1565,3307,0.887358844,0.998267651
31480,1565,7782,0.980475008,0.995623708
31481,1565,3201,0.987617075,0.998973012
31482,1565,7662,0.978628278,0.995564282
31483,1565,3302,0.958013296,0.997386038
31484,1566,841,0.97448349,0.998975217
31485,1566,3394,0.962004244,0.996897578
31486,1566,3038,0.973159075,0.997641742
31487,1566,5757,0.96655196,0.99449122
31488,1566,1038,0.976011157,0.996228278
31489,1566,8001,0.9107458,0.996285677
31490,1567,6632,0.966200769,0.995458782
31491,1567,5639,0.982742012,0.996893942
31492,1567,1184,0.972831786,0.995515704
31493,1567,3401,0.981021285,0.995856643
31494,1567,5646,0.966310799,0.996994138
31495,1568,1156,0.984900475,0.999924481
31496,1568,938,0.987360656,0.999956012
31497,1568,3349,0.961954057,0.999944687
31498,1568,1085,0.983004928,0.999963403
31499,1568,8002,0.967602015,0.999818921
31500,1568,3350,0.978080571,0.999891162
31501,1568,1164,0.985114217,0.999934316
31502,1568,1168,0.984037638,0.999911487
31503,1568,5635,0.958471417,0.99987185
31504,1568,5594,0.966634512,0.999930441
31505,1568,1327,0.978115261,0.99989593
31506,1568,1722,0.975600243,0.999879837
31507,1568,1176,0.9849931,0.999910653
31508,1568,1177,0.962918639,0.999916434
31509,1568,8003,0.988248706,0.999791324
31510,1568,3200,0.984734893,0.999899387
31511,1568,7288,0.953965724,0.999883175
31512,1568,2676,0.981026471,0.999894619
31513,1568,2802,0.991464436,0.999913692
31514,1568,8004,0.990078449,0.999869645
31515,1568,1198,0.965034306,0.999952435
31516,1568,5546,0.968795657,0.999918222
31517,1568,1201,0.94863385,0.999888301
31518,1568,8005,0.954531312,0.999920964
31519,1568,5777,0.982291102,0.99991256
31520,1568,6779,0.980283082,0.999882221
31521,1568,3366,0.987657905,0.999894857
31522,1568,885,0.958719194,0.999904871
31523,1568,5143,0.644634128,0.999952674
31524,1568,5680,0.923385561,0.999893486
31525,1568,4101,0.844319642,0.999899387
31526,1568,8006,0.966655314,0.999860942
31527,1568,1790,0.923874199,0.999896526
31528,1568,121,0.955684125,0.999968171
31529,1568,7683,0.94097048,0.999876559
31530,1568,5816,0.976297081,0.999943614
31531,1568,921,0.974090338,0.999940038
31532,1568,1231,0.97893548,0.999894142
31533,1568,7299,0.984438121,0.999908805
31534,1568,8007,0.961018205,0.999872744
31535,1568,1465,0.941122115,0.999897838
31536,1568,5607,0.971695006,0.999915004
31537,1568,2019,0.980648994,0.999885321
31538,1568,958,0.985535026,0.999927104
31539,1568,1003,0.96424526,0.999854922
31540,1568,4351,0.959360301,0.999913096
31541,1568,4112,0.94310993,0.999879241
31542,1568,7420,0.983487189,0.999856055
31543,1568,6237,0.879493594,0.999852538
31544,1568,7669,0.987132668,0.999869227
31545,1568,5160,0.98542887,0.999884248
31546,1568,8008,0.985077441,0.999878764
31547,1568,8009,0.980130553,0.999893785
31548,1568,8010,0.970692515,0.99985528
31549,1568,7696,0.976491153,0.999894381
31550,1568,7958,0.931707621,0.999915361
31551,1568,1496,0.986393154,0.999886811
31552,1568,8011,0.966847837,0.999881148
31553,1568,8012,0.988954186,0.99985832
31554,1568,8013,0.985847652,0.99978292
31555,1568,4119,0.971515596,0.999903679
31556,1568,1298,0.989484012,0.999929905
31557,1568,3969,0.987876177,0.999847651
31558,1568,1500,0.973724365,0.99990654
31559,1568,8014,0.962091744,0.999867797
31560,1568,2372,0.990405142,0.999917805
31561,1568,5634,0.955922842,0.999818981
31562,1568,2895,0.98429966,0.99984163
31563,1569,2897,0.986736476,0.998190939
31564,1569,8015,0.967150509,0.998717844
31565,1569,35,0.984668672,0.998079062
31566,1569,888,0.99025017,0.998644412
31567,1569,3398,0.982017219,0.998330414
31568,1569,6482,0.977635264,0.998609066
31569,1569,921,0.989876449,0.999153614
31570,1569,7858,0.985935926,0.998199344
31571,1569,5178,0.942377687,0.99805522
31572,1569,4351,0.970138013,0.998750567
31573,1569,7698,0.974621713,0.998298049
31574,1570,6918,0.979475498,0.998725772
31575,1570,8016,0.990709901,0.997004509
31576,1570,3554,0.984598637,0.998993278
31577,1570,5635,0.982234061,0.998289108
31578,1570,7128,0.908662319,0.998504996
31579,1570,8017,0.992925763,0.997762918
31580,1570,2463,0.984671116,0.998825133
31581,1570,3582,0.975147963,0.998150349
31582,1570,7535,0.967696846,0.998143494
31583,1570,8018,0.97947067,0.997689843
31584,1571,5635,0.984123766,0.992580056
31585,1571,3460,0.980367064,0.990081906
31586,1571,3926,0.986294568,0.994795978
31587,1572,932,0.987045467,0.999870539
31588,1572,935,0.961454988,0.99983418
31589,1572,3910,0.946101487,0.999830961
31590,1572,1157,0.976543367,0.999837339
31591,1572,1855,0.986775398,0.999709249
31592,1572,1518,0.934569478,0.999801874
31593,1572,5635,0.961162388,0.999482155
31594,1572,2996,0.977958798,0.999908268
31595,1572,5155,0.952564657,0.99966234
31596,1572,4094,0.964666426,0.999674201
31597,1572,695,0.989023447,0.999752581
31598,1572,4124,0.97966218,0.999493122
31599,1572,2202,0.982239604,0.999692798
31600,1572,5752,0.989600718,0.99971658
31601,1572,17,0.987092137,0.999759555
31602,1572,1834,0.972693264,0.99974817
31603,1572,18,0.974744797,0.999819636
31604,1572,20,0.974497378,0.999789357
31605,1572,4047,0.972201526,0.999447107
31606,1572,1447,0.985889077,0.999534965
31607,1572,3019,0.97906518,0.999717295
31608,1572,8019,0.96764642,0.999629617
31609,1572,1417,0.984190047,0.999585271
31610,1572,5452,0.988187015,0.99957478
31611,1572,5041,0.975743771,0.999469936
31612,1572,217,0.906094551,0.999872804
31613,1572,5688,0.98371017,0.999538779
31614,1572,2467,0.845742762,0.999881029
31615,1572,5956,0.980469048,0.999553859
31616,1572,4751,0.966958106,0.99937731
31617,1573,293,0.989083588,0.999714673
31618,1573,5635,0.987008989,0.99747479
31619,1573,941,0.972002506,0.999467432
31620,1573,449,0.979662478,0.999151945
31621,1573,453,0.983285606,0.99928546
31622,1573,680,0.949261665,0.998081386
31623,1573,1242,0.868454516,0.997724116
31624,1573,5819,0.988956749,0.998166203
31625,1573,924,0.982085288,0.998763978
31626,1573,6582,0.657961905,0.998838186
31627,1574,5635,0.981171727,0.995015383
31628,1574,36,0.986413896,0.998469532
31629,1574,4078,0.959044397,0.997709572
31630,1574,6509,0.958719969,0.994747937
31631,1574,7654,0.984551251,0.995188653
31632,1575,5635,0.936834872,0.998290122
31633,1575,2658,0.954735219,0.998991489
31634,1575,7084,0.988165617,0.998057961
31635,1575,3292,0.984163344,0.999034762
31636,1575,7396,0.970507622,0.997422516
31637,1575,3380,0.955804408,0.99899447
31638,1575,7657,0.98005414,0.997848749
31639,1575,8020,0.970190883,0.996383131
31640,1575,5054,0.95746088,0.99848032
31641,1575,3302,0.971202254,0.998464763
31642,1576,435,0.983631492,0.999563873
31643,1576,1558,0.974146664,0.999749005
31644,1576,8021,0.981848359,0.998135269
31645,1576,7697,0.982255936,0.998741806
31646,1576,5650,0.975934863,0.998533249
31647,1576,693,0.986003816,0.999007642
31648,1576,1104,0.967960179,0.998555005
31649,1576,1035,0.974255502,0.999387205
31650,1576,8022,0.972602844,0.998830676
31651,1576,50,0.965270817,0.998431206
31652,1576,8023,0.941590369,0.998306632
31653,1576,2895,0.969331145,0.997778594
31654,1577,441,0.969026208,0.997651935
31655,1577,333,0.895423472,0.998169303
31656,1577,1103,0.758169293,0.998273969
31657,1577,529,0.971586823,0.998735309
31658,1578,3197,0.885387003,0.99939698
31659,1578,2658,0.750020146,0.999339998
31660,1578,5612,0.912901103,0.998886466
31661,1578,2901,0.925560355,0.999304295
31662,1578,8024,0.957841694,0.998574257
31663,1578,8025,0.783907235,0.998771489
31664,1578,3191,0.432251543,0.999715269
31665,1578,3466,0.95555687,0.998267651
31666,1578,1055,0.983011603,0.997570157
31667,1578,3308,0.293258131,0.999829769
31668,1578,4118,0.816876471,0.998158693
31669,1579,3368,0.610996127,0.995759308
31670,1579,1143,0.970762908,0.987790406
31671,1580,4162,0.689956784,0.999883831
31672,1580,3075,0.943473637,0.999868631
31673,1580,3077,0.93843621,0.999953449
31674,1580,3079,0.967038155,0.999872983
31675,1580,248,0.79322058,0.999965608
31676,1580,1629,0.98410517,0.999904335
31677,1580,3761,0.986145258,0.999876797
31678,1580,5591,0.97974211,0.999822438
31679,1580,2753,0.937346041,0.99988389
31680,1580,2658,0.970894933,0.999802709
31681,1580,2659,0.959701002,0.999681115
31682,1580,329,0.963743806,0.999940038
31683,1580,2661,0.960191548,0.999885798
31684,1580,2665,0.959992588,0.999831975
31685,1580,5321,0.973925591,0.999873757
31686,1580,5809,0.951361835,0.999873638
31687,1580,7094,0.97263056,0.999656677
31688,1580,7124,0.963785052,0.999723852
31689,1580,1339,0.918076158,0.999775887
31690,1580,6976,0.985709906,0.999849796
31691,1580,7025,0.98094672,0.999523044
31692,1580,188,0.969893754,0.999719381
31693,1580,5840,0.9595083,0.999677479
31694,1580,6748,0.982158542,0.999803782
31695,1580,6749,0.980356336,0.999690473
31696,1580,155,0.984634221,0.99986738
31697,1580,1004,0.969503284,0.999767661
31698,1580,3215,0.994401395,0.999709129
31699,1580,8026,0.969876468,0.999466658
31700,1580,3782,0.983075261,0.999803185
31701,1580,182,0.989289045,0.999905825
31702,1580,3226,0.989593983,0.999797285
31703,1580,2726,0.9375211,0.999629259
31704,1580,4750,0.981278539,0.999796152
31705,1580,7156,0.970861793,0.999764442
31706,1580,7686,0.988565505,0.999649346
31707,1580,5786,0.979936838,0.999669313
31708,1581,2658,0.979704738,0.998292267
31709,1581,135,0.975346029,0.999401987
31710,1581,3221,0.989138663,0.997619212
31711,1581,4573,0.985369802,0.99486655
31712,1581,3176,0.975697041,0.998940587
31713,1581,2607,0.857110202,0.999319613
31714,1581,188,0.968383014,0.997827888
31715,1581,2714,0.962836266,0.998133063
31716,1582,2658,0.969504178,0.998098075
31717,1582,2659,0.978864431,0.99676609
31718,1582,6891,0.970353723,0.997231126
31719,1582,2571,0.976789415,0.997091115
31720,1582,6509,0.98106879,0.996325493
31721,1582,7654,0.977191687,0.996675611
31722,1583,6470,0.951081812,0.998693645
31723,1583,6250,0.96293962,0.998938084
31724,1583,798,0.989561737,0.999424458
31725,1583,2658,0.964657187,0.999047101
31726,1583,5487,0.953499794,0.998837292
31727,1583,8027,0.965001643,0.998026609
31728,1583,3126,0.955145478,0.998555124
31729,1583,7129,0.991628647,0.998404086
31730,1583,3352,0.935059726,0.999188125
31731,1583,6870,0.960238636,0.998461187
31732,1583,5025,0.853007436,0.998752236
31733,1583,2729,0.97529763,0.998914063
31734,1584,438,0.980649233,0.999629438
31735,1584,5776,0.969960332,0.998013258
31736,1584,7638,0.949143469,0.998044014
31737,1584,841,0.986923397,0.999527216
31738,1584,2959,0.949648499,0.998495936
31739,1584,3569,0.979348063,0.998834312
31740,1584,3570,0.980612814,0.999075413
31741,1584,5816,0.985398412,0.999189079
31742,1584,403,0.97079885,0.999524772
31743,1584,1273,0.984115481,0.998364091
31744,1584,173,0.960893154,0.998742163
31745,1585,2642,0.982715368,0.999318004
31746,1585,252,0.982065976,0.999652386
31747,1585,334,0.985609829,0.999822974
31748,1585,7720,0.981618345,0.999128103
31749,1585,265,0.985533834,0.999724388
31750,1585,6671,0.988819778,0.999455392
31751,1585,3106,0.948993504,0.999617457
31752,1585,3574,0.979246438,0.999021649
31753,1585,7474,0.963858068,0.998994946
31754,1585,7472,0.95606792,0.999101877
31755,1585,768,0.986920357,0.999259531
31756,1585,43,0.954134107,0.999409914
31757,1585,7729,0.979353368,0.99944222
31758,1585,8028,0.986086905,0.998544693
31759,1585,2737,0.971859276,0.999403358
31760,1585,1498,0.982150018,0.999339283
31761,1585,2862,0.975556672,0.999317706
31762,1586,1610,0.972016692,0.998151302
31763,1586,8029,0.966329098,0.997742534
31764,1586,6736,0.960100472,0.99913919
31765,1586,6540,0.990573943,0.99843353
31766,1586,3380,0.975493252,0.998706222
31767,1586,7472,0.917980433,0.998337746
31768,1586,3165,0.966490388,0.99869293
31769,1586,7657,0.985020518,0.997432411
31770,1586,8030,0.919434905,0.997145057
31771,1587,3406,0.965763032,0.992275357
31772,1587,8031,0.962528348,0.992514014
31773,1587,4118,0.946003556,0.989169717
31774,1588,2134,0.985067606,0.999741614
31775,1588,6877,0.97083652,0.999235511
31776,1588,1178,0.971150994,0.999407649
31777,1588,338,0.926277936,0.999846458
31778,1588,5183,0.992960155,0.999384403
31779,1588,1213,0.935064673,0.999625921
31780,1588,3927,0.949315667,0.999441028
31781,1588,3518,0.988565624,0.99911654
31782,1588,1264,0.986134112,0.999175072
31783,1588,860,0.980065703,0.999629974
31784,1588,43,0.963307619,0.999478877
31785,1588,986,0.961940527,0.999325573
31786,1588,1550,0.974946678,0.998933196
31787,1588,242,0.949513495,0.999100685
31788,1588,8032,0.986232221,0.998259306
31789,1588,4492,0.985788286,0.99964869
31790,1588,1069,0.970209181,0.999476373
31791,1588,1551,0.971838534,0.999081969
31792,1588,2977,0.982184052,0.998856723
31793,1589,595,0.977220356,0.999876499
31794,1589,4390,0.971978307,0.999656796
31795,1589,248,0.985732138,0.999939084
31796,1589,54,0.957396567,0.999796808
31797,1589,2658,0.922878742,0.999785006
31798,1589,2659,0.973505378,0.999584019
31799,1589,4299,0.985905111,0.999711037
31800,1589,1016,0.959248841,0.999903798
31801,1589,4226,0.957696021,0.999804437
31802,1589,4489,0.835795879,0.999682307
31803,1589,949,0.949101269,0.999858916
31804,1589,6587,0.953405201,0.999808371
31805,1589,2908,0.976783514,0.999786675
31806,1589,367,0.977190733,0.999808431
31807,1589,825,0.98731637,0.999785662
31808,1589,3305,0.991249919,0.999807358
31809,1589,4435,0.983328342,0.999715328
31810,1589,3296,0.988536477,0.999682426
31811,1589,768,0.959848464,0.999735594
31812,1589,2944,0.977813363,0.999792814
31813,1589,6525,0.976011276,0.999650419
31814,1589,2853,0.977929056,0.999814451
31815,1589,8033,0.911656201,0.999725103
31816,1589,544,0.983327091,0.999868512
31817,1589,3215,0.974371314,0.999674201
31818,1589,7470,0.969345689,0.999606371
31819,1589,1027,0.974671781,0.999823391
31820,1589,6754,0.979955018,0.999702156
31821,1589,3993,0.968605161,0.999768376
31822,1589,7082,0.981001198,0.999748647
31823,1589,2738,0.982047319,0.999558151
31824,1589,4572,0.982242227,0.999599159
31825,1589,2862,0.949574232,0.999743581
31826,1590,2873,0.964042127,0.999154568
31827,1590,2658,0.967849851,0.998561859
31828,1590,297,0.977916837,0.99957484
31829,1590,528,0.980211079,0.999402106
31830,1590,1025,0.982671559,0.998214722
31831,1590,605,0.987082124,0.999531269
31832,1590,1022,0.980531752,0.999414384
31833,1590,591,0.974184275,0.998639405
31834,1590,859,0.983750165,0.998913288
31835,1590,1011,0.988302171,0.999247909
31836,1590,4567,0.9738096,0.998666465
31837,1591,7783,0.972948372,0.999625742
31838,1591,843,0.337040395,0.99997586
31839,1591,2659,0.984281242,0.999215841
31840,1591,4489,0.917744339,0.999312341
31841,1591,847,0.987630427,0.999607921
31842,1591,1081,0.97819376,0.999313951
31843,1591,5175,0.987187743,0.999269068
31844,1591,1141,0.981776059,0.999485791
31845,1591,8034,0.98728776,0.998742044
31846,1591,5712,0.991088867,0.999044836
31847,1591,3063,0.991025507,0.999254286
31848,1591,4324,0.974774003,0.999683678
31849,1591,922,0.979578078,0.999723434
31850,1591,544,0.894560635,0.999809086
31851,1591,6235,0.98429811,0.999356151
31852,1591,8035,0.969447315,0.999209166
31853,1591,426,0.974868834,0.999762654
31854,1591,286,0.98664248,0.999797881
31855,1591,553,0.983607292,0.999384165
31856,1591,2799,0.950290859,0.999492526
31857,1591,1502,0.98916924,0.999099493
31858,1592,2658,0.968740523,0.998658895
31859,1592,1429,0.987796962,0.998792887
31860,1592,2979,0.964979589,0.998828471
31861,1592,1458,0.97899729,0.998295784
31862,1592,6525,0.985785186,0.997849584
31863,1592,179,0.985435247,0.998333812
31864,1592,2860,0.933386028,0.99883157
31865,1592,553,0.980055332,0.99800998
31866,1592,3386,0.978590727,0.997738898
31867,1593,313,0.986151874,0.999539614
31868,1593,54,0.945467353,0.998810768
31869,1593,489,0.988180995,0.999663353
31870,1593,293,0.901507914,0.999749959
31871,1593,256,0.98572284,0.999254525
31872,1593,1429,0.981544018,0.99863708
31873,1593,4281,0.981087029,0.996236324
31874,1593,7115,0.988638639,0.998609185
31875,1593,265,0.903253376,0.999417901
31876,1593,1032,0.820082247,0.998650491
31877,1594,3289,0.905303955,0.999718189
31878,1594,1102,0.96078366,0.999835849
31879,1594,4072,0.636780441,0.999867678
31880,1594,3264,0.964863896,0.999762893
31881,1594,2673,0.978367507,0.999599278
31882,1594,5674,0.600865722,0.999834418
31883,1594,336,0.936037064,0.999786735
31884,1594,1666,0.984867752,0.999774218
31885,1594,346,0.959463775,0.999761224
31886,1594,7116,0.914286137,0.999685347
31887,1594,7124,0.969834328,0.999620795
31888,1594,2938,0.982357025,0.999857545
31889,1594,4434,0.972551525,0.999829531
31890,1594,742,0.965631187,0.999294996
31891,1594,1373,0.935300171,0.999849439
31892,1594,3131,0.933400035,0.999738455
31893,1594,3023,0.886151433,0.999770164
31894,1594,3027,0.97526145,0.99966228
31895,1594,1143,0.949106336,0.999597549
31896,1594,154,0.942281127,0.999722004
31897,1594,4579,0.944113314,0.999659538
31898,1594,5068,0.976515532,0.999355078
