user_id,selected_test_positive_item,test_positive_count,train_degree,listwise_jsd_mean,listwise_jsd_std_across_permutations,original_positive_probability,permuted_positive_probability_mean,positive_probability_change
2130,437,6,25,0.0830538272858,0.0346688143909,0.646683514118,0.319751411676,-0.326932102442
2131,453,8,44,0.106171391904,0.0239627901465,0.375032097101,0.134203955531,-0.24082814157
2132,513,17,61,0.0457923896611,0.0265128295869,0.0859338417649,0.076313354075,-0.00962048768997
2133,352,4,15,0.0689483210444,0.0107173845172,0.0483451150358,0.0563675314188,0.00802241638303
2134,1555,15,64,0.0709163174033,0.0103114191443,0.0375042706728,0.0491273999214,0.0116231292486
2135,305,6,18,0.163971856236,0.0453861765563,0.382021725178,0.141793400049,-0.240228325129
2136,286,9,17,0.0820884928107,0.019207669422,0.040786832571,0.10161805898,0.0608312264085
2137,1422,12,26,0.103942126036,0.012864055112,0.0319373309612,0.0449436567724,0.0130063258111
2138,2336,2,5,0.0902527570724,0.00732714310288,0.00631578313187,0.0201718937606,0.0138561110944
2139,2872,6,9,0.120482049882,0.00651512760669,0.664989650249,0.263532042503,-0.401457607746
2140,1412,11,35,0.123294711113,0.0243768785149,0.0089988745749,0.0222576092929,0.013258734718
2141,1555,3,8,0.0708502009511,0.0145304063335,0.00923269335181,0.048447843641,0.0392151512206
2143,338,5,14,0.0929166078568,0.0178648810834,0.0791911035776,0.0996815189719,0.0204904153943
2144,4519,1,14,0.129897221923,0.0525352284312,0.313884675503,0.169495999813,-0.14438867569
2145,1072,4,3,0.133602544665,0.0286824647337,0.0696040466428,0.0739941671491,0.00439012050629
2146,2925,1,4,0.105602540076,0.0416972748935,0.0969807356596,0.0265748742968,-0.0704058632255
2147,333,3,2,0.19175465405,0.0681689232588,0.0186746735126,0.013004951179,-0.00566972233355
2148,6525,10,33,0.122680701315,0.0468491241336,0.0114753348753,0.00614684820175,-0.00532848667353
2149,2959,3,5,0.0794329568744,0.0227516684681,0.0257985405624,0.032956276089,0.00715773552656
2150,1437,4,20,0.188247740269,0.0625965744257,0.71678930521,0.211990237236,-0.504799067974
2151,695,4,10,0.0888937115669,0.0420432575047,0.00874664261937,0.0245515014976,0.0158048588783
2152,2869,5,18,0.0632013529539,0.0017240406014,0.153714671731,0.0873294696212,-0.0663852021098
2153,413,11,18,0.109572373331,0.0327873826027,0.0602777823806,0.0199486874044,-0.0403290949762
2154,5724,2,9,0.107719898224,0.0273059178144,0.259626984596,0.0377447232604,-0.221882253885
2155,601,4,17,0.0970990434289,0.0168746206909,0.175913512707,0.0684875547886,-0.107425957918
2156,3354,4,10,0.0706479027867,0.0151939848438,0.0108756860718,0.0209664776921,0.0100907916203
2157,4125,1,20,0.0903835520148,0.0275199525058,0.0123439813033,0.00995164737105,-0.00239233393222
2160,341,4,4,0.0626051872969,0.0110785318539,0.0114465132356,0.0119401440024,0.000493630766869
2161,4967,8,25,0.105261661112,0.0280860215425,0.0186590105295,0.0486792735755,0.030020263046
2162,6959,18,61,0.110601663589,0.0140120889992,0.00477039581165,0.00426693400368,-0.000503461807966
2163,4798,5,16,0.0757702365518,0.0189844239503,0.00628287624568,0.00673851976171,0.000455643516034
2164,426,5,28,0.0726504102349,0.0127427065745,0.344611346722,0.403091549873,0.0584802031517
2165,5586,4,13,0.108263812959,0.025002149865,0.0158782098442,0.00947597529739,-0.00640223454684
2166,266,1,5,0.098497428,0.0456321798265,0.194311618805,0.10940104723,-0.0849105715752
2167,5759,9,23,0.0862752720714,0.00503923650831,0.139488041401,0.0280571784824,-0.111430861056
2168,7134,2,6,0.160699144006,0.0480287149549,0.00367303704843,0.0130427926779,0.00936975516379
2169,1198,6,14,0.113935030997,0.0221522934735,0.102092951536,0.0423259474337,-0.0597670041025
2170,338,1,5,0.0644416436553,0.0138578033075,0.01730591245,0.00867009628564,-0.00863581616431
2171,5794,9,18,0.0703790858388,0.0283975452185,0.00704991584644,0.00270645995624,-0.00434345565736
2172,422,5,22,0.0677677765489,0.0248317290097,0.0166692212224,0.0155249098316,-0.00114431139082
2173,1152,6,20,0.097716845572,0.02442041412,0.00653849029914,0.0102598257363,0.00372133543715
2174,3277,4,18,0.0816383883357,0.0256682597101,0.234411671758,0.225821182132,-0.00859048962593
2175,5707,6,13,0.0934742465615,0.0295699741691,0.0850300490856,0.0379897542298,-0.0470402948558
2176,566,23,41,0.0963400900364,0.00361964735202,0.297554045916,0.0922086462379,-0.205345392227
2177,162,2,17,0.141261294484,0.00546852499247,0.00660655554384,0.00353731960058,-0.00306923594326
2178,7419,1,3,0.161262467504,0.0426301397383,0.00435779383406,0.00476551475003,0.000407720915973
2179,935,3,4,0.105133570731,0.0342392548919,0.00327269220725,0.00348386145197,0.000211169244722
2180,5173,6,18,0.0725926235318,0.00741347949952,0.00273369811475,0.000975728500634,-0.00175796961412
2181,1195,4,19,0.111286133528,0.0383304655552,0.00093697354896,0.00164680776652,0.00070983421756
2182,4562,10,40,0.110544599593,0.0147834597155,0.00985726993531,0.0297080110759,0.0198507420719
2183,4519,5,32,0.10926374048,0.0336832776666,0.124222874641,0.245085835457,0.120862960815
2184,7336,1,6,0.111671619117,0.0605925880373,0.00247499579564,0.00281728873961,0.000342292943969
2185,2854,5,13,0.0830409899354,0.0293153468519,0.0222709588706,0.0193458143622,-0.00292514450848
2186,340,2,6,0.0768702328205,0.013929862529,0.175552368164,0.0604777224362,-0.115074649453
2187,15,2,7,0.180306240916,0.0513078086078,0.491473704576,0.131484910846,-0.359988808632
2188,437,3,6,0.0779365375638,0.0341952443123,0.0765328779817,0.169053912163,0.0925210341811
2189,4481,6,21,0.0874192491174,0.0254237540066,0.00354187958874,0.00547374645248,0.00193186686374
2191,1628,2,5,0.135521829128,0.029736995697,0.0334631167352,0.0321934036911,-0.00126971304417
2192,5260,7,12,0.0526543557644,0.00781763903797,0.0324068143964,0.0549484603107,0.0225416459143
2193,466,2,3,0.107436962426,0.0302017200738,0.0162490252405,0.0132613927126,-0.00298763252795
2194,5195,2,5,0.200172260404,0.0313940905035,0.0234897136688,0.00891706254333,-0.0145726511255
2195,1320,10,24,0.0816019847989,0.0148976426572,0.0153728183359,0.0334937870502,0.0181209687144
2196,8281,8,18,0.140944480896,0.0225769858807,0.0133343189955,0.0141039090231,0.00076959002763
2197,3038,2,8,0.0946522057056,0.0362868495286,0.415438622236,0.196792259812,-0.218646362424
2198,5067,3,5,0.145108729601,0.0319442227483,0.286243855953,0.0567548014224,-0.229489058256
2199,559,1,5,0.0610019378364,0.00388904614374,0.0200713835657,0.027831248939,0.00775986537337
2200,6303,2,5,0.0847507938743,0.00125066237524,0.00678800651804,0.00819795858115,0.00140995206311
2202,2522,2,11,0.163545265794,0.0113599197939,0.548541367054,0.136470213532,-0.412071168423
2204,7700,2,4,0.111212641001,0.0161576103419,0.156688600779,0.0614374764264,-0.0952511280775
2205,6803,3,6,0.119315475225,0.0467868708074,0.00789328012615,0.00693567609414,-0.00095760403201
2206,1439,1,6,0.114896528423,0.0389709584415,0.28258022666,0.20354129374,-0.0790389329195
2207,451,2,3,0.0707621276379,0.0204355921596,0.0381544418633,0.046375092119,0.00822065025568
2208,7700,5,8,0.190415099263,0.0492498502135,0.399954408407,0.0808910802007,-0.319063335657
2209,6593,2,6,0.369776457548,0.0533565953374,0.925196230412,0.14590395987,-0.779292285442
2210,2075,6,19,0.115226127207,0.00930686108768,0.024771714583,0.0762731283903,0.0515014156699
2211,8334,12,17,0.095614053309,0.0223677605391,0.0134739717469,0.00809197314084,-0.00538199860603
2212,4947,5,12,0.092151068151,0.0222349613905,0.0116811664775,0.0122810862958,0.000599919818342
2213,4185,2,4,0.15972982347,0.0172692835331,0.010978619568,0.0179818458855,0.00700322631747
2214,3794,7,17,0.106737017632,0.00265345023945,0.194640472531,0.0268847197294,-0.167755752802
2215,7982,3,3,0.0693605169654,0.0135140167549,0.00818621087819,0.007291121874,-0.000895089004189
2216,5822,30,83,0.0552687048912,0.0258427038789,0.0357950739563,0.0493868552148,0.0135917812586
2217,2392,1,15,0.191929295659,0.0443432070315,0.0510445125401,0.030967047438,-0.0200774651021
2218,4115,3,9,0.0716589689255,0.0190724730492,0.0601318702102,0.0331313349307,-0.0270005352795
2219,1184,2,10,0.122338213027,0.0300474651158,0.00295999436639,0.00198461464606,-0.00097537972033
2220,4422,5,7,0.095168620348,0.022078640759,0.00622224016115,0.00519821792841,-0.00102402223274
2222,4239,3,5,0.121112726629,0.0589609630406,0.022426629439,0.0708027929068,0.0483761653304
2224,1704,16,29,0.145380660892,0.0328450240195,0.316653460264,0.0811031386256,-0.235550314188
2225,9180,2,14,0.107665657997,0.0167152769864,0.0235944315791,0.0266065765172,0.00301214493811
2226,7510,4,10,0.078258022666,0.00168469746131,0.00614152196795,0.00906967744231,0.00292815547436
2227,7775,3,16,0.106738708913,0.00804362539202,0.216681465507,0.0421564690769,-0.174524992704
2228,6603,1,3,0.0722677111626,0.0281009059399,0.0835009515285,0.0596680752933,-0.0238328762352
2229,8066,5,15,0.067844428122,0.00881469529122,0.0387293621898,0.0405438020825,0.00181443989277
2230,4225,1,6,0.087397813797,0.00609095254913,0.048077005893,0.0300585124642,-0.0180184934288
2231,7131,1,11,0.102104462683,0.0196135938168,0.060041449964,0.0334616191685,-0.0265798307955
2232,3431,4,5,0.0720315799117,0.0174649357796,0.0168861187994,0.00629994133487,-0.0105861779302
2233,6169,6,6,0.127549529076,0.0416387505829,0.196251153946,0.110174059868,-0.0860770940781
2234,1350,6,5,0.145753577352,0.0343485623598,0.0241112802178,0.0294311512262,0.0053198710084
2235,8233,3,1,0.102733820677,0.0444056354463,0.00274591473863,0.00655738497153,0.0038114702329
2236,7701,1,5,0.155498847365,0.0165040567517,0.237315818667,0.0794974267483,-0.157818391919
2237,1375,2,7,0.0916045680642,0.0211853329092,0.0126513214782,0.0387327633798,0.0260814428329
2238,5525,2,6,0.0894924923778,0.0208875611424,0.057486589998,0.021655574441,-0.0358310155571
2239,6315,3,1,0.101076044142,0.0342994891107,0.00992012862116,0.00759998662397,-0.00232014199719
2240,1242,7,12,0.0968556329608,0.00211762078106,0.0269753839821,0.0234906245023,-0.00348475947976
2241,5147,8,31,0.0880702137947,0.0147807188332,0.0182201694697,0.0445304065943,0.0263102371246
2242,6531,2,9,0.103425107896,0.00883609056473,0.0472884103656,0.0757215991616,0.028433188796
2243,9261,2,10,0.108514815569,0.00936979055405,0.000567211187445,0.000512729864568,-5.44813228771e-05
2244,452,24,81,0.116772390902,0.038664098829,0.0079295290634,0.00209836731665,-0.00583116151392
2245,1224,6,20,0.136876598001,0.0321223847568,0.0194657910615,0.0172106195241,-0.0022551715374
2247,6531,6,25,0.182496234775,0.0475158989429,0.593410372734,0.188045606017,-0.405364751816
2248,3306,4,16,0.141749933362,0.00839383155107,0.0358642376959,0.00732490606606,-0.0285393316299
2249,1496,3,3,0.142716914415,0.0281104166061,0.00554861314595,0.00797584652901,0.00242723338306
2250,6584,10,27,0.138108059764,0.0332866050303,0.145078018308,0.0689263045788,-0.0761517137289
2251,1178,1,7,0.0992582812905,0.00748682720587,0.0339082479477,0.0186388473958,-0.0152694005519
2252,5712,3,12,0.152052223682,0.0280395932496,0.0128576923162,0.00984382163733,-0.00301387067884
2253,5945,18,44,0.123990751803,0.0149159170687,0.00871268846095,0.00525276735425,-0.0034599211067
2254,8138,15,27,0.313808917999,0.104904040694,0.863936364651,0.169632181525,-0.694304168224
2255,33,3,9,0.128378584981,0.0105741536245,0.386348813772,0.286979824305,-0.0993689894676
2256,4354,2,6,0.0905220508575,0.00616326648742,0.00787469558418,0.0163621734828,0.0084874778986
2257,4353,4,11,0.0625094547868,0.0171795394272,0.129099428654,0.0802758708596,-0.0488235577941
2258,519,2,7,0.0768480673432,0.00946288555861,0.0641816481948,0.0142836449668,-0.0498980022967
2259,8135,1,5,0.0706131011248,0.0135930888355,0.0997964292765,0.0666198655963,-0.0331765636802
2260,444,1,10,0.114620953798,0.0324021391571,0.0859028473496,0.0247586686164,-0.0611441805959
2261,176,3,16,0.0766894444823,0.0186765827239,0.0141939353198,0.0212556943297,0.00706175900996
2262,603,15,40,0.0934518054128,0.0278733428568,0.0312699340284,0.063873283565,0.0326033495367
2263,209,6,12,0.108718514442,0.0211460180581,0.0179122891277,0.0624351687729,0.0445228815079
2264,462,1,4,0.114298261702,0.0416980572045,0.000447212485597,0.000563021108974,0.000115808623377
2265,4410,1,7,0.102046363056,0.0111187901348,0.0126447379589,0.013096912764,0.000452174805105
2266,334,1,7,0.172264710069,0.0283461827785,0.520517647266,0.0836788341403,-0.436838805676
2267,9103,14,37,0.0732300430536,0.0116984667256,0.0587731003761,0.0252508427948,-0.0335222557187
2268,501,10,24,0.0942412614822,0.0207511670887,0.230113998055,0.119992554188,-0.110121443868
2269,53,10,23,0.0962382778525,0.0313891507685,0.0460740029812,0.0292885899544,-0.0167854130268
2270,6981,9,23,0.172750070691,0.0700058713555,0.00148882495705,0.00217016879469,0.000681343837641
2271,4360,2,11,0.10786587745,0.00597661687061,0.016625367105,0.00563634373248,-0.0109890233725
2272,224,9,40,0.0789748802781,0.00628558406606,0.00912385061383,0.0342618972063,0.0251380465925
2273,6567,2,7,0.0955222249031,0.0311668738723,0.00798675790429,0.00751580065116,-0.000470957253128
2274,585,7,28,0.0424693785608,0.0163347199559,0.738594651222,0.662761628628,-0.0758330225945
2275,534,7,16,0.0795058831573,0.00588502828032,0.0493206679821,0.0641722604632,0.0148515924811
2276,301,19,61,0.0445592403412,0.0118705043569,0.0339103862643,0.0535078160465,0.0195974297822
2277,5775,7,12,0.133396551013,0.0282171275467,0.0252675656229,0.0105743249878,-0.0146932406351
2278,255,3,11,0.0755804553628,0.0302150212228,0.427068293095,0.281417638063,-0.145650655031
2279,3002,4,14,0.0994998142123,0.0350094474852,0.00531151192263,0.0108028063551,0.00549129443243
2280,476,2,3,0.0789400115609,0.0356233343482,0.121669463813,0.0718855783343,-0.049783885479
2281,1072,3,8,0.0750295519829,0.0108894957229,0.0380798876286,0.027553031221,-0.0105268564075
2282,844,5,2,0.0702375099063,0.0120529560372,0.0331553183496,0.0061265733093,-0.0270287450403
2283,319,2,6,0.085139118135,0.0122996820137,0.099030174315,0.111105762422,0.0120755881071
2284,6595,8,23,0.109686650336,0.02319598943,0.135464563966,0.0751615166664,-0.0603030472994
2285,7263,3,12,0.0908340737224,0.0102891316637,0.00617030123249,0.00470168935135,-0.00146861188114
2286,134,5,2,0.0862779393792,0.00817412603647,0.122560679913,0.183200284839,0.0606396049261
2287,131,7,21,0.0873139500618,0.033308904618,0.256306678057,0.211177751422,-0.0451289266348
2288,513,2,5,0.105729401112,0.0189374536276,0.00596802914515,0.0102889901027,0.00432096095756
2289,196,1,10,0.088406689465,0.0386656969786,0.0820823311806,0.099118925631,0.0170365944505
2290,4009,3,1,0.0792109295726,0.0233925841749,0.127792030573,0.0586041621864,-0.0691878646612
2292,516,7,12,0.0710813105106,0.0252721756697,0.0152088915929,0.0139168882743,-0.00129200331867
2293,439,1,8,0.0939901992679,0.0540720783174,0.631313562393,0.378139108419,-0.253174453974
2294,230,2,5,0.117135882378,0.00635264301673,0.10910667479,0.0742994770408,-0.0348071977496
2295,7852,4,18,0.120976634324,0.0165807083249,0.0670977905393,0.0296158641577,-0.0374819263816
2296,297,2,11,0.0631891191006,0.0178269930184,0.204601198435,0.0941041335464,-0.110497064888
2297,449,2,5,0.100231312215,0.0203875005245,0.349967718124,0.106006532907,-0.243961185217
2298,4481,3,7,0.146989509463,0.0328607559204,0.00687153963372,0.0147384852171,0.00786694511771
2299,4223,1,6,0.141482919455,0.0436362959445,0.070408962667,0.0250324811786,-0.0453764796257
2300,4945,4,11,0.121498823166,0.00909556914121,0.00216436688788,0.0171888750046,0.0150245083496
2301,3530,3,5,0.102337576449,0.00995209999382,0.0014381618239,0.00369823840447,0.00226007658057
2302,12,1,15,0.0736325159669,0.021756593138,0.00541640119627,0.0139984190464,0.00858201831579
2303,6178,4,5,0.113335438073,0.00994339305907,0.00421351380646,0.00153586140368,-0.0026776525192
2304,6813,3,7,0.173936054111,0.0512986443937,0.00612837728113,0.0288352221251,0.0227068439126
2305,6803,2,9,0.0569652579725,0.0164647493511,0.0537680909038,0.0338927395642,-0.0198753513396
2306,381,7,33,0.0736886262894,0.0287927072495,0.0100657241419,0.0234522353858,0.0133865112439
2307,3275,2,8,0.0514325201511,0.00801146030426,0.0152319176123,0.0313812755048,0.0161493569613
2308,242,2,5,0.0940337106586,0.0173206552863,0.0393788665533,0.0210186485201,-0.0183602180332
2309,6540,3,4,0.0849581584334,0.0306180138141,0.0950399413705,0.0885648801923,-0.00647506117821
2310,330,2,4,0.153451904655,0.0765313208103,0.055334944278,0.0202734451741,-0.0350615009665
2311,1023,1,4,0.292984843254,0.0263522081077,0.970835864544,0.29418566823,-0.676650166512
2312,7572,7,24,0.217134997249,0.0183854661882,0.000589701870922,0.00370230991393,0.00311260810122
2313,4476,3,5,0.0557879544795,0.00527854869142,0.0158564709127,0.0294825639576,0.0136260930449
2314,4638,2,14,0.209607377648,0.0412949621677,0.716207206249,0.137690201402,-0.578517019749
2315,3812,2,6,0.111499518156,0.0140401422977,0.234442561865,0.0386802442372,-0.195762321353
2316,3017,1,12,0.125036746264,0.0536913387477,0.0458828434348,0.0361546054482,-0.00972823798656
2317,5470,1,9,0.0951542258263,0.0294876731932,0.0189857240766,0.0485290437937,0.029543319717
2318,1538,1,4,0.0743941068649,0.0190131608397,0.0261890254915,0.0305450037122,0.0043559782207
2319,337,4,4,0.0898308753967,0.0395346842706,0.0424593687057,0.0391108058393,-0.00334856286645
2320,6251,6,7,0.0985624417663,0.0121571477503,0.0293014682829,0.0116538191214,-0.0176476500928
2321,8124,1,7,0.0752352699637,0.0219773296267,0.0161133818328,0.0121919438243,-0.00392143800855
2322,1015,1,6,0.318954080343,0.0500399693847,0.955114603043,0.238524913788,-0.716589689255
2323,343,2,5,0.0716436058283,0.00806019455194,0.0676056742668,0.0747164711356,0.0071107968688
2324,4570,1,7,0.093493051827,0.015564055182,0.0100803617388,0.00825630687177,-0.00182405486703
2325,5723,1,6,0.0952442660928,0.0144815472886,0.186172753572,0.0321461632848,-0.154026597738
2327,2664,4,16,0.0725371614099,0.0258592683822,0.0631939023733,0.0431733876467,-0.0200205147266
2328,1626,4,21,0.0820321813226,0.0214972887188,0.0600612871349,0.081759236753,0.0216979496181
2329,1735,3,3,0.0636555328965,0.00792006123811,0.0463076233864,0.0381423272192,-0.00816529616714
2330,1878,2,5,0.062209110707,0.0167965162545,0.0369325168431,0.0294091198593,-0.00752339698374
2331,5369,20,72,0.141808062792,0.0420451834798,0.19388255477,0.0648323819041,-0.129050165415
2332,1969,7,28,0.0593884177506,0.0318771190941,0.107089295983,0.140073552728,0.0329842567444
2333,5303,8,34,0.101708061993,0.0128406491131,0.00115273310803,0.00274448818527,0.00159175507724
2334,7510,5,26,0.0549699179828,0.0220852345228,0.0335387997329,0.024817943573,-0.00872085615993
2335,4812,10,13,0.0926251709461,0.0260234419256,0.00838782731444,0.00838822312653,3.95812094212e-07
2336,2310,1,17,0.0973599180579,0.0100455228239,0.000403462647228,0.000444289500592,4.08268533647e-05
2337,7514,3,12,0.079866476357,0.0182733926922,0.0137988673523,0.0212790351361,0.0074801677838
2338,1644,11,30,0.0960234105587,0.00671643298119,0.0548421181738,0.0114706391469,-0.0433714799583
2339,5475,1,7,0.0932874754071,0.0074858320877,0.0473227314651,0.0254290048033,-0.0218937266618
2340,1961,3,6,0.0595385767519,0.004870924633,0.118692010641,0.082935474813,-0.0357565358281
2341,4274,15,33,0.106217049062,0.0310797076672,0.0128348469734,0.0104453423992,-0.00238950457424
2342,8120,24,61,0.0923906490207,0.0395189784467,0.00280265812762,0.0106762303039,0.00787357240915
2343,5698,3,12,0.0880881771445,0.0313898846507,0.0320413038135,0.0435306243598,0.0114893205464
2344,7675,9,39,0.148096457124,0.0172576829791,0.00772818969563,0.0120521150529,0.00432392535731
2345,4311,16,52,0.103774689138,0.0545237511396,0.0132241919637,0.0151319727302,0.00190778076649
2346,943,3,6,0.0512279160321,0.0243072416633,0.0057243173942,0.00429788790643,-0.00142642948776
2347,7649,8,9,0.06367046386,0.0189615357667,0.0278764627874,0.00625135796145,-0.0216251052916
2348,7654,1,6,0.0729523450136,0.00544441631064,0.0312479510903,0.0172057524323,-0.014042198658
2349,7475,21,34,0.098536811769,0.0361952371895,0.000150762090925,0.00219410960563,0.00204334757291
2350,1015,2,8,0.0512186288834,0.00870284903795,0.0101819057018,0.00591754121706,-0.0042643644847
2351,525,2,7,0.107753492892,0.011191050522,0.00441028689966,0.00628811260685,0.0018778257072
2352,2964,2,2,0.215502515435,0.145180821419,0.0192030072212,0.0111598586664,-0.00804314855486
2353,1070,3,5,0.077065050602,0.033108394593,0.0187172722071,0.0460983030498,0.0273810308427
2356,310,6,25,0.0929443240166,0.0217645317316,0.133747801185,0.106170020998,-0.0275777801871
2357,9060,1,5,0.077346496284,0.0156531222165,0.0590153075755,0.0658540129662,0.00683870539069
2358,8984,1,1,0.0496316850185,0.0242191012949,0.00211533764377,0.00231208372861,0.000196746084839
2359,6563,1,4,0.0921341404319,0.0132357310504,0.00416766759008,0.0114973289892,0.00732966139913
2360,5420,11,40,0.0549451000988,0.0145028587431,0.291812807322,0.300984054804,0.0091712474823
2361,8783,6,8,0.114274658263,0.00764469895512,0.0381461754441,0.0393567234278,0.00121054798365
2362,5385,6,20,0.153887227178,0.078805193305,0.00221298937686,0.0014785657404,-0.000734423636459
2363,7274,5,15,0.0818375274539,0.0304734259844,0.0199456736445,0.0173209607601,-0.00262471288443
2364,2298,1,13,0.125801667571,0.00630186172202,0.0311649814248,0.0283802170306,-0.00278476439416
2365,3343,4,8,0.0560533441603,0.0124105839059,0.0562389492989,0.0409689135849,-0.0152700357139
2366,2086,4,13,0.0590526722372,0.00937182828784,0.00581134203821,0.0113938329741,0.00558249093592
2367,4595,4,9,0.192569494247,0.0448307283223,0.708367884159,0.216506764293,-0.491861104965
2368,7337,2,6,0.110862374306,0.0267209410667,0.00255245156586,0.00724191544577,0.00468946387991
2369,6059,17,59,0.10474023968,0.023855086416,0.0649515688419,0.0344921685755,-0.0304594002664
2370,8050,7,23,0.135635450482,0.0381968170404,0.00377621385269,0.00632050121203,0.00254428735934
2371,7073,4,18,0.0707182362676,0.0297842342407,0.156827181578,0.246140837669,0.0893136560917
2372,8041,18,55,0.0806809961796,0.0213737338781,0.0343327447772,0.025698537007,-0.00863420777023
2373,5123,7,33,0.110924847424,0.0714445859194,0.0237487088889,0.0208717416972,-0.0028769671917
2374,8057,3,7,0.0773362219334,0.00591226387769,0.0869449079037,0.06387706846,-0.0230678394437
2375,297,8,11,0.145580425858,0.021213427186,0.0885989144444,0.113020353019,0.0244214385748
2376,4351,8,24,0.182023450732,0.0472535528243,0.164939329028,0.0398064851761,-0.125132843852
2377,2117,2,2,0.128558441997,0.02898045443,0.0020443261601,0.00496176769957,0.00291744153947
2378,5157,3,16,0.134423211217,0.00394586473703,0.152628943324,0.0548291616142,-0.0977997779846
2379,4279,3,6,0.133057653904,0.0255066361278,0.0594117194414,0.0415101498365,-0.0179015696049
2380,1239,2,6,0.0898677408695,0.00975484214723,0.0168937984854,0.00925718154758,-0.00763661693782
2381,3305,3,15,0.0845564082265,0.0128483716398,0.12051218003,0.0165923368186,-0.103919841349
2382,5510,1,5,0.0429592169821,0.0137735484168,0.0631467923522,0.045790374279,-0.0173564180732
2383,6335,3,5,0.0935894176364,0.0265154037625,0.0285876560956,0.0125477826223,-0.0160398744047
2385,1192,3,14,0.154877603054,0.0584872700274,0.0395641587675,0.136362746358,0.0967985838652
2386,2544,6,10,0.10772164911,0.0258276257664,0.0598867349327,0.0590080060065,-0.000878728926182
2387,4266,5,14,0.14534124732,0.00955672934651,0.206357002258,0.0998577475548,-0.106499254704
2388,2912,4,12,0.0852477774024,0.0186954364181,0.100064389408,0.134044125676,0.0339797362685
2389,5138,1,10,0.0640121176839,0.00976114161313,0.00914471410215,0.00623925542459,-0.00290545867756
2390,2911,2,5,0.0931823328137,0.0426022000611,0.0742064416409,0.0493070520461,-0.0248993895948
2391,351,1,8,0.118402540684,0.0500164926052,0.266561985016,0.109053738415,-0.157508254051
2392,2876,5,15,0.0833557248116,0.0243568029255,0.263045072556,0.11442694068,-0.148618131876
2393,7786,2,11,0.22502578795,0.101124167442,0.189038082957,0.0324726104736,-0.156565472484
2394,3286,4,11,0.183960273862,0.0435425005853,0.0910615473986,0.173954412341,0.0828928649426
2395,6298,3,6,0.0899086594582,0.0317682400346,0.320425748825,0.171621739864,-0.148804008961
2396,2938,2,12,0.0627140030265,0.0174253098667,0.0976097285748,0.0975694432855,-4.02852892876e-05
2398,2873,1,5,0.135137438774,0.086607016623,0.629977107048,0.27321985364,-0.356757253408
2399,3306,1,5,0.289582908154,0.0424560829997,0.843607127666,0.158581689,-0.685025453568
2400,4346,3,7,0.118900805712,0.0540021397173,0.227050110698,0.110449813306,-0.116600297391
2401,1320,4,28,0.0951851382852,0.00634281290695,0.142197325826,0.038950432092,-0.103246897459
2402,1092,2,10,0.0812533199787,0.0241369642317,0.0412163250148,0.0627167597413,0.0215004347265
2403,421,5,6,0.118941493332,0.0247308593243,0.0289828721434,0.0326338633895,0.0036509912461
2405,777,2,8,0.15245115757,0.0455803312361,0.632137954235,0.229485854506,-0.402652084827
2406,6425,14,53,0.12173563242,0.0171049050987,0.000788202916738,0.00163353572134,0.000845332804602
2407,8414,11,46,0.118655286729,0.0270757321268,0.0198758114129,0.0173892956227,-0.00248651579022
2408,5285,2,6,0.0730657055974,0.0167293250561,0.00337515911087,0.0116721577942,0.0082969982177
2409,7555,21,83,0.0733978971839,0.00571424840018,0.00797840859741,0.0072167031467,-0.000761705450714
2410,5370,4,20,0.0549995452166,0.0200665257871,0.0856932401657,0.0894727110863,0.00377947092056
2411,7727,10,46,0.0839308723807,0.0145491417497,0.0840133056045,0.0265042409301,-0.0575090646744
2412,8518,1,11,0.0962308570743,0.0538317076862,0.0109262242913,0.0115124955773,0.000586271286011
2413,6434,2,10,0.145276486874,0.0742995664477,0.0149255720899,0.0214030835778,0.0064775114879
2414,4754,6,15,0.166978642344,0.0121743334457,0.0519757680595,0.0701781585813,0.0182023905218
2415,2503,2,6,0.0690468475223,0.00709233386442,0.0215478371829,0.0215498805046,2.04332172871e-06
2416,934,1,5,0.0778605118394,0.0101919574663,0.058136947453,0.157007023692,0.0988700762391
2417,5126,1,6,0.0786973387003,0.0156197985634,0.00838634092361,0.00768367899582,-0.000702661927789
2418,6222,1,7,0.0883572474122,0.00457305693999,0.0279052201658,0.0226379353553,-0.00526728481054
2420,3002,1,6,0.314555197954,0.0207221321762,0.0558427348733,0.0333160199225,-0.0225267149508
2421,1629,2,6,0.194528535008,0.0405958592892,0.888740122318,0.328598111868,-0.560142040253
2422,441,2,20,0.0733512938023,0.0271275360137,0.0151404170319,0.00463327532634,-0.0105071421713
2423,2639,5,21,0.138984009624,0.075103700161,0.474993407726,0.164127573371,-0.310865819454
2424,90,6,26,0.0809054076672,0.0166060645133,0.00319370278157,0.0032056060154,1.19032338262e-05
2425,916,2,13,0.166189521551,0.0588106773794,0.580558717251,0.181268259883,-0.399290442467
2426,3179,6,14,0.0832465663552,0.0148568116128,0.204375505447,0.104301653802,-0.100073851645
2427,5898,2,7,0.0691838338971,0.0352350994945,0.0892516970634,0.053099732846,-0.0361519642174
2428,946,1,7,0.0625583305955,0.0252665095031,0.126624435186,0.0590842813253,-0.067540153861
2429,946,3,6,0.110362626612,0.00667728530243,0.00702080968767,0.0185571629554,0.0115363532677
2430,5187,3,5,0.112106330693,0.00620513269678,0.0297420546412,0.0259788036346,-0.0037632510066
